serial number,comment,demojized_comment,cleaned_comment,lemmatized_tokens,sentiment_vader,sentiment_textblob,sentiment_transformer,transformer_score,keywords_rake,keywords_yake,keywords_tfidf
551,The Answer is (C): Ensure Fault Tolerance,The Answer is (C): Ensure Fault Tolerance,the answer is c: ensure fault tolerance,"['answer', 'c', ':', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9639857411384584,"['ensure fault tolerance', 'c', 'answer']","['ensure', 'tolerance', 'answer', 'fault']","['ensure', 'answer', 'tolerance', 'fault']"
552,Anser is c),Anser is c),anser is c,"['anser', 'c']",Neutral,Neutral,POSITIVE,0.9671695828437804,"['c', 'anser']",['anser'],[]
553,Support parallel processing...,Support parallel processing...,support parallel processing,"['support', 'parallel', 'processing']",Positive,Neutral,POSITIVE,0.9966668486595154,['support parallel processing'],"['support', 'processing', 'parallel']","['processing', 'parallel']"
554,Answer is C option,Answer is C option,answer is c option,"['answer', 'c', 'option']",Neutral,Neutral,POSITIVE,0.5514892339706421,"['c option', 'answer']","['answer', 'option']","['option', 'answer']"
555,C) Ensure Fault Tolerance,C) Ensure Fault Tolerance,c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.7543250322341919,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
556,Answer C,Answer C,answer c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.8552964329719543,['answer c'],['answer'],['answer']
557,Answer C,Answer C,answer c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.8552964329719543,['answer c'],['answer'],['answer']
558,Option C is the answer,Option C is the answer,option c is the answer,"['option', 'c', 'answer']",Neutral,Neutral,POSITIVE,0.9383443593978882,"['option c', 'answer']","['option', 'answer']","['option', 'answer']"
559,answer is option c,answer is option c,answer is option c,"['answer', 'option', 'c']",Neutral,Neutral,POSITIVE,0.6299213171005249,"['option c', 'answer']","['answer', 'option']","['option', 'answer']"
560,C) Ensure Fault Tolerance,C) Ensure Fault Tolerance,c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.7543250322341919,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
561,"the response is ""C""","the response is ""C""",the response is c,"['response', 'c']",Neutral,Neutral,POSITIVE,0.9868680238723756,"['response', 'c']",['response'],[]
562,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
563,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
564,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
565,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
566,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
567,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
568,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
569,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
570,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
571,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
572,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
573,The answer is fault tolarence,The answer is fault tolarence,the answer is fault tolarence,"['answer', 'fault', 'tolarence']",Negative,Neutral,NEGATIVE,0.9997236132621764,"['fault tolarence', 'answer']","['tolarence', 'answer', 'fault']","['answer', 'fault']"
574,"The Answer of Quiz is
 C. Ensure Fault Tolerance","The Answer of Quiz is
 C. Ensure Fault Tolerance",the answer of quiz is c ensure fault tolerance,"['answer', 'quiz', 'c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9683364033699036,"['c ensure fault tolerance', 'quiz', 'answer']","['tolerance', 'answer', 'quiz', 'ensure', 'fault']","['quiz', 'ensure', 'answer', 'tolerance', 'fault']"
575,C.. Fault tolerance,C.. Fault tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
576,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
577,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
578,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
579,Answer is  C,Answer is  C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
580,Which whiteboard software is used in this video?,Which whiteboard software is used in this video?,which whiteboard software is used in this video,"['whiteboard', 'software', 'use', 'video']",Neutral,Neutral,NEGATIVE,0.9955407977104188,"['whiteboard software', 'video', 'used']","['video', 'whiteboard', 'software']","['used', 'video']"
581,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
582,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
583,ensure fault tolerance,ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
584,option c,option c,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
585,fault tolerance,fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
586,c. Fault Tolerance,c. Fault Tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
587,C option,C option,c option,"['c', 'option']",Neutral,Neutral,POSITIVE,0.9733741879463196,['c option'],['option'],['option']
588,answer is C,answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
589,answer is C,answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
590,ans-fault tolerance?,ans-fault tolerance?,ansfault tolerance,"['ansfault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9601843357086182,['ansfault tolerance'],"['ansfault', 'tolerance']",['tolerance']
591,the option C is the answer,the option C is the answer,the option c is the answer,"['option', 'c', 'answer']",Neutral,Neutral,POSITIVE,0.9164777398109436,"['option c', 'answer']","['answer', 'option']","['option', 'answer']"
592,Ans: Ensures Fault Tolerance,Ans: Ensures Fault Tolerance,ans: ensures fault tolerance,"['ans', ':', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9096094965934752,"['ensures fault tolerance', 'ans']","['ans', 'ensures', 'tolerance', 'fault']","['ans', 'ensures', 'tolerance', 'fault']"
593,cool,cool,cool,['cool'],Positive,Positive,POSITIVE,0.9998509883880616,['cool'],['cool'],[]
594,Ans is C,Ans is C,ans is c,"['ans', 'c']",Neutral,Neutral,POSITIVE,0.6629931330680847,"['c', 'ans']",['ans'],['ans']
595,And the Answer is C,And the Answer is C,and the answer is c,"['answer', 'c']",Neutral,Neutral,NEGATIVE,0.8091331720352173,"['c', 'answer']",['answer'],['answer']
596,(C) Ensures fault tolerance,(C) Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
597,Wr get all this thing's 😅,Wr get all this thing's  grinning_face_with_sweat ,wr get all this things grinning_face_with_sweat,"['wr', 'get', 'thing', 'grinning_face_with_sweat']",Neutral,Neutral,POSITIVE,0.6789979338645935,"['wr get', 'things grinning_face_with_sweat']","['face', 'sweat', 'grinning', 'things']",[]
598,ans. D,ans. D,ans d,['an'],Neutral,Neutral,POSITIVE,0.9035829901695251,['ans'],['ans'],['ans']
599,c) Ensure Fault Tolerance,c) Ensure Fault Tolerance,c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.7543250322341919,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
600,"Given that it's split across 3 devices, I'm guessing it can do a b & c. Maybe even d, if configured correctly.","Given that it's split across 3 devices, I'm guessing it can do a b & c. Maybe even d, if configured correctly.",given that its split across devices im guessing it can do a b c maybe even d if configured correctly,"['give', 'split', 'across', 'device', 'I', 'm', 'guess', 'b', 'c', 'maybe', 'even', 'configure', 'correctly']",Neutral,Neutral,NEGATIVE,0.9990041851997375,"['split across devices im guessing', 'b c maybe even', 'configured correctly', 'given']","['correctly', 'split', 'devices', 'guessing', 'configured']",['given']
601,Option c,Option c,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
602,Option c,Option c,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
603,the answer is C for your question,the answer is C for your question,the answer is c for your question,"['answer', 'c', 'question']",Neutral,Neutral,NEGATIVE,0.941916048526764,"['question', 'c', 'answer']","['question', 'answer']","['question', 'answer']"
604,Ans:Fault tolerance,Ans:Fault tolerance,ans:fault tolerance,"['ans', ':', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9981180429458618,"['fault tolerance', 'ans']","['ans', 'fault', 'tolerance']","['ans', 'tolerance', 'fault']"
605,option C,option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
606,The Answer is C - Fault Tolerance,The Answer is C - Fault Tolerance,the answer is c fault tolerance,"['answer', 'c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9977808594703674,"['c fault tolerance', 'answer']","['tolerance', 'answer', 'fault']","['answer', 'tolerance', 'fault']"
607,Answer is :C,Answer is :C,answer is :c,"['answer', ':', 'c']",Negative,Negative,NEGATIVE,0.7404249906539917,"['c', 'answer']",['answer'],['answer']
608,Answer C:- Ensures Fault Tolerance,Answer C:- Ensures Fault Tolerance,answer c: ensures fault tolerance,"['answer', 'c', ':', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.8777614235877991,"['ensures fault tolerance', 'answer c']","['answer', 'ensures', 'tolerance', 'fault']","['ensures', 'answer', 'tolerance', 'fault']"
609,Answer :-- All of the Above?,Answer :-- All of the Above?,answer : all of the above,"['answer', ':']",Neutral,Neutral,POSITIVE,0.9973273277282716,['answer'],['answer'],['answer']
610,C- Ensures Fault Tolerance,C- Ensures Fault Tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
611,Ans: c,Ans: c,ans: c,"['ans', ':', 'c']",Neutral,Negative,POSITIVE,0.8419602513313293,"['c', 'ans']",['ans'],['ans']
612,Answer is c :-,Answer is c :-,answer is c :,"['answer', 'c', ':']",Neutral,Neutral,NEGATIVE,0.9243295788764954,"['c', 'answer']",['answer'],['answer']
613,The advantages of 3x replication schema are the four proposed,The advantages of 3x replication schema are the four proposed,the advantages of x replication schema are the four proposed,"['advantage', 'x', 'replication', 'schema', 'four', 'propose']",Positive,Neutral,POSITIVE,0.9923675656318665,"['x replication schema', 'four proposed', 'advantages']","['proposed', 'advantages', 'replication', 'schema']","['advantages', 'schema', 'replication']"
614,answer is C,answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
615,"A,B,D","A,B,D",abd,['abd'],Neutral,Neutral,NEGATIVE,0.911306381225586,['abd'],['abd'],[]
616,C. FAULT TOLERANCE,C. FAULT TOLERANCE,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
617,C. Fault Tolerance,C. Fault Tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
618,I m very late here still answer is C,I m very late here still answer is C,i m very late here still answer is c,"['late', 'still', 'answer', 'c']",Neutral,Negative,NEGATIVE,0.9973160624504088,"['still answer', 'late', 'c']","['late', 'answer']","['late', 'answer']"
619,C,C,c,['c'],Neutral,Neutral,POSITIVE,0.9845702052116394,['c'],[],[]
620,option c,option c,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
621,Fault tolerance!  What did I win?,Fault tolerance!  What did I win?,fault tolerance what did i win,"['fault', 'tolerance', 'win']",Positive,Positive,NEGATIVE,0.99801504611969,"['fault tolerance', 'win']","['fault', 'win', 'tolerance']","['did', 'tolerance', 'fault']"
622,Answer: Fault Tolerance,Answer: Fault Tolerance,answer: fault tolerance,"['answer', ':', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9979276657104492,"['fault tolerance', 'answer']","['answer', 'fault', 'tolerance']","['answer', 'tolerance', 'fault']"
